Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh
Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021
Unnamed: 0_level_2,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,AT,BE,DE-LU,FR,NL
03-03-2021,16 - 17,37831.0,27024.0,27024.0,43773.0,48126.0,45360.0,48126.0,48126.0,43773.0,43773.0,43773.0,27024.0,27024.0,27024.0,48126.0,48126.0,48126.0,,,,,
03-03-2021,17 - 18,40095.0,27106.0,27106.0,45360.0,57735.0,61546.0,57735.0,57735.0,45022.0,45022.0,45022.0,27106.0,27106.0,27106.0,69567.0,69567.0,69567.0,,,,,
03-03-2021,18 - 19,40576.0,27321.0,27321.0,45248.0,69331.0,55430.0,69331.0,69331.0,45248.0,45248.0,45248.0,27321.0,27321.0,27321.0,71411.0,71411.0,71411.0,,,,,
03-03-2021,19 - 20,38282.0,27126.0,27126.0,42943.0,71708.0,42943.0,71708.0,71708.0,42943.0,42943.0,42943.0,27126.0,27126.0,27126.0,71708.0,71708.0,71708.0,,,,,
03-03-2021,20 - 21,35321.0,26675.0,26675.0,39614.0,61689.0,39614.0,61689.0,61689.0,39614.0,39614.0,39614.0,26675.0,26675.0,26675.0,61689.0,61689.0,61689.0,,,,,
03-03-2021,21 - 22,34614.0,26778.0,26778.0,38528.0,56076.0,38528.0,56076.0,56076.0,38528.0,38528.0,38528.0,26778.0,26778.0,26778.0,56076.0,56076.0,56076.0,,,,,
03-03-2021,22 - 23,33764.0,26686.0,26686.0,35567.0,53515.0,35567.0,53515.0,53515.0,38220.0,38220.0,38220.0,26686.0,26686.0,26686.0,53515.0,53515.0,53515.0,,,,,
03-03-2021,23 - 00,30650.0,26225.0,26225.0,26225.0,39757.0,26225.0,39757.0,39757.0,37718.0,37718.0,37718.0,26225.0,26225.0,26225.0,39757.0,39757.0,39757.0,,,,,
04-03-2021,00 - 01,29902.0,25804.0,25804.0,25804.0,47991.0,25804.0,49176.0,49176.0,37076.0,37076.0,37076.0,25804.0,25804.0,25804.0,43954.0,43954.0,47991.0,,,,,
04-03-2021,01 - 02,29902.0,25855.0,25855.0,25855.0,46018.0,25855.0,46018.0,46018.0,36760.0,36760.0,36760.0,25855.0,25855.0,25855.0,25855.0,25855.0,46018.0,,,,,
04-03-2021,02 - 03,29943.0,25876.0,25876.0,25876.0,44138.0,25876.0,44138.0,44138.0,36974.0,36974.0,36974.0,25876.0,25876.0,25876.0,25876.0,25876.0,44138.0,,,,,
04-03-2021,03 - 04,30096.0,26029.0,26029.0,26029.0,38088.0,26029.0,38088.0,38088.0,36984.0,36984.0,36984.0,26029.0,26029.0,26029.0,34010.0,34010.0,38088.0,,,,,
04-03-2021,04 - 05,31435.0,26990.0,26990.0,26990.0,37812.0,26990.0,37812.0,37812.0,36719.0,36719.0,36719.0,26990.0,26990.0,26990.0,37812.0,37812.0,37812.0,,,,,
04-03-2021,05 - 06,33408.0,26571.0,26571.0,38619.0,47490.0,47490.0,47490.0,47490.0,38619.0,38619.0,38619.0,26571.0,26571.0,26571.0,47490.0,47490.0,47490.0,,,,,
04-03-2021,06 - 07,36657.0,26959.0,26959.0,41001.0,57025.0,53530.0,57025.0,57025.0,41001.0,41001.0,41001.0,26959.0,26959.0,26959.0,57025.0,57025.0,57025.0,,,,,
04-03-2021,07 - 08,39999.0,26867.0,26867.0,53223.0,63371.0,53223.0,63371.0,63371.0,45242.0,45242.0,45242.0,26867.0,26867.0,26867.0,63371.0,63371.0,63371.0,,,,,
04-03-2021,08 - 09,41225.0,26642.0,26642.0,67152.0,67152.0,67152.0,67152.0,67152.0,50566.0,50566.0,50566.0,26642.0,26642.0,26642.0,67152.0,67152.0,67152.0,,,,,
04-03-2021,09 - 10,40612.0,26489.0,26489.0,66355.0,66355.0,66355.0,66355.0,66355.0,49779.0,49779.0,49779.0,26489.0,26489.0,26489.0,66355.0,66355.0,66355.0,,,,,
04-03-2021,10 - 11,40112.0,26509.0,26509.0,61368.0,61368.0,61521.0,61368.0,61368.0,46417.0,46417.0,46417.0,26509.0,26509.0,26509.0,61521.0,61521.0,61521.0,,,,,
04-03-2021,11 - 12,39703.0,26458.0,26458.0,57689.0,57689.0,61991.0,57689.0,57689.0,45937.0,45937.0,45937.0,26458.0,26458.0,26458.0,61991.0,61991.0,61991.0,,,,,
04-03-2021,12 - 13,39417.0,26469.0,26469.0,56207.0,56207.0,56994.0,56207.0,56207.0,45804.0,45804.0,45804.0,26469.0,26469.0,26469.0,63269.0,63269.0,63269.0,,,,,
04-03-2021,13 - 14,39284.0,26428.0,26428.0,55165.0,55165.0,55165.0,55165.0,55165.0,45579.0,45579.0,45579.0,26428.0,26428.0,26428.0,65272.0,65272.0,65272.0,,,,,
04-03-2021,14 - 15,39417.0,27031.0,27031.0,43852.0,54398.0,43852.0,54398.0,54398.0,43852.0,43852.0,43852.0,27031.0,27031.0,27031.0,63657.0,63657.0,63657.0,,,,,
04-03-2021,15 - 16,39345.0,28349.0,28349.0,42666.0,54664.0,42666.0,54664.0,54664.0,42666.0,42666.0,42666.0,28349.0,28349.0,28349.0,63565.0,63565.0,63565.0,,,,,
04-03-2021,16 - 17,39590.0,28564.0,28564.0,42901.0,54235.0,42901.0,54235.0,54235.0,42901.0,42901.0,42901.0,28564.0,28564.0,28564.0,65252.0,65252.0,65252.0,,,,,
04-03-2021,17 - 18,41093.0,28594.0,28594.0,57321.0,57321.0,57321.0,57321.0,57321.0,44526.0,44526.0,44526.0,28594.0,28594.0,28594.0,68992.0,68992.0,68992.0,,,,,
04-03-2021,18 - 19,41931.0,28645.0,28645.0,63494.0,63494.0,63494.0,63494.0,63494.0,46386.0,46386.0,46386.0,28645.0,28645.0,28645.0,72558.0,72558.0,72558.0,,,,,
04-03-2021,19 - 20,39846.0,28380.0,28380.0,43075.0,67592.0,43075.0,67592.0,67592.0,43075.0,43075.0,43075.0,28380.0,28380.0,28380.0,53070.0,53070.0,67592.0,,,,,
04-03-2021,20 - 21,37925.0,27623.0,27623.0,42053.0,58864.0,42053.0,58864.0,58864.0,42053.0,42053.0,42053.0,27623.0,27623.0,27623.0,42053.0,42053.0,58864.0,,,,,
04-03-2021,21 - 22,36984.0,27858.0,27858.0,41634.0,54266.0,41634.0,54266.0,54266.0,41634.0,41634.0,41634.0,27858.0,27858.0,27858.0,54266.0,54266.0,54266.0,,,,,
04-03-2021,22 - 23,36085.0,27531.0,27531.0,40551.0,51680.0,40551.0,51680.0,51680.0,40551.0,40551.0,40551.0,27531.0,27531.0,27531.0,48798.0,48798.0,51680.0,,,,,
04-03-2021,23 - 00,34992.0,28124.0,28124.0,38333.0,47143.0,38333.0,47143.0,47143.0,38947.0,38947.0,38947.0,28124.0,28124.0,28124.0,38333.0,38333.0,47143.0,,,,,
05-03-2021,00 - 01,34584.0,27866.0,27866.0,37121.0,46868.0,37121.0,46868.0,46868.0,39607.0,39607.0,39607.0,27866.0,27866.0,27866.0,37121.0,37121.0,46868.0,,,,,
05-03-2021,01 - 02,34296.0,28133.0,28133.0,29171.0,45451.0,29171.0,45451.0,45451.0,39411.0,39411.0,39411.0,28133.0,28133.0,28133.0,29171.0,29171.0,45451.0,,,,,
05-03-2021,02 - 03,34296.0,28298.0,28298.0,29068.0,43808.0,29068.0,43808.0,43808.0,39329.0,39329.0,39329.0,28298.0,28298.0,28298.0,29068.0,29068.0,43808.0,,,,,
05-03-2021,03 - 04,34861.0,28596.0,28596.0,34851.0,43171.0,34851.0,43171.0,43171.0,39524.0,39524.0,39524.0,28596.0,28596.0,28596.0,34851.0,34851.0,43171.0,,,,,
05-03-2021,04 - 05,36340.0,28801.0,28801.0,40387.0,43499.0,40387.0,44568.0,43499.0,40387.0,40387.0,40387.0,28801.0,28801.0,28801.0,40387.0,40387.0,43499.0,,,,,
05-03-2021,05 - 06,39473.0,29048.0,29048.0,41794.0,49344.0,49344.0,48276.0,49344.0,41794.0,41794.0,41794.0,29048.0,29048.0,29048.0,49344.0,49344.0,49344.0,,,,,
05-03-2021,06 - 07,42031.0,28760.0,28760.0,51347.0,58865.0,56051.0,58865.0,58865.0,51347.0,51347.0,51347.0,28760.0,28760.0,28760.0,68110.0,68110.0,68110.0,,,,,
05-03-2021,07 - 08,43530.0,29510.0,29510.0,68253.0,68253.0,68253.0,66610.0,68253.0,68253.0,68253.0,68253.0,29510.0,29510.0,29510.0,68253.0,68253.0,68253.0,,,,,
05-03-2021,08 - 09,46386.0,30208.0,30208.0,71530.0,71530.0,71530.0,69815.0,71530.0,69507.0,69507.0,69507.0,30208.0,30208.0,30208.0,71530.0,71530.0,71530.0,,,,,
05-03-2021,09 - 10,48122.0,30619.0,30619.0,66949.0,66949.0,70102.0,66949.0,66949.0,65008.0,65008.0,65008.0,30619.0,30619.0,30619.0,70102.0,70102.0,70102.0,,,,,
05-03-2021,10 - 11,48635.0,30701.0,30701.0,61772.0,61772.0,68151.0,61772.0,61772.0,59862.0,59862.0,59862.0,30701.0,30701.0,30701.0,68151.0,68151.0,68151.0,,,,,
05-03-2021,11 - 12,45636.0,30424.0,30424.0,59204.0,59204.0,68192.0,59204.0,59204.0,57376.0,57376.0,57376.0,30424.0,30424.0,30424.0,68192.0,68192.0,68192.0,,,,,
05-03-2021,12 - 13,43777.0,30095.0,30095.0,56503.0,56503.0,66959.0,56503.0,56503.0,54757.0,54757.0,54757.0,30095.0,30095.0,30095.0,66959.0,66959.0,66959.0,,,,,
05-03-2021,13 - 14,42503.0,29838.0,29838.0,48409.0,48409.0,64926.0,48409.0,48409.0,46909.0,46909.0,46909.0,29838.0,29838.0,29838.0,64926.0,64926.0,64926.0,,,,,
05-03-2021,14 - 15,41609.0,29458.0,29458.0,45441.0,45441.0,56595.0,45441.0,45441.0,44126.0,44126.0,44126.0,29458.0,29458.0,29458.0,66148.0,66148.0,66148.0,,,,,
05-03-2021,15 - 16,41784.0,28760.0,28760.0,47043.0,47043.0,67113.0,47043.0,47043.0,45687.0,45687.0,45687.0,28760.0,28760.0,28760.0,67113.0,67113.0,67113.0,,,,,
05-03-2021,16 - 17,41784.0,28318.0,28318.0,53401.0,53401.0,64936.0,53401.0,53401.0,51562.0,51562.0,51562.0,28318.0,28318.0,28318.0,64936.0,64936.0,64936.0,,,,,
05-03-2021,17 - 18,41969.0,27692.0,27692.0,60509.0,60509.0,69260.0,60509.0,60509.0,58629.0,58629.0,58629.0,27692.0,27692.0,27692.0,69260.0,69260.0,69260.0,,,,,
05-03-2021,18 - 19,41835.0,27404.0,27404.0,63868.0,67524.0,72742.0,65901.0,67524.0,63868.0,63868.0,63868.0,27404.0,27404.0,27404.0,72742.0,72742.0,72742.0,,,,,
05-03-2021,19 - 20,40911.0,26952.0,26952.0,49827.0,67144.0,66857.0,67144.0,67144.0,49827.0,49827.0,49827.0,26952.0,26952.0,26952.0,67144.0,67144.0,67144.0,,,,,
05-03-2021,20 - 21,38723.0,26839.0,26839.0,42729.0,60776.0,42729.0,60776.0,60776.0,42729.0,42729.0,42729.0,26839.0,26839.0,26839.0,42729.0,42729.0,60776.0,,,,,
05-03-2021,21 - 22,36176.0,26623.0,26623.0,41753.0,56842.0,41753.0,56842.0,56842.0,41753.0,41753.0,41753.0,26623.0,26623.0,26623.0,56842.0,56842.0,56842.0,,,,,
05-03-2021,22 - 23,34841.0,26336.0,26336.0,41024.0,54592.0,41024.0,54592.0,54592.0,41024.0,41024.0,41024.0,26336.0,26336.0,26336.0,54592.0,54592.0,54592.0,,,,,
05-03-2021,23 - 00,32735.0,26079.0,26079.0,39319.0,49477.0,39319.0,49477.0,49477.0,39319.0,39319.0,39319.0,26079.0,26079.0,26079.0,49477.0,49477.0,49477.0,,,,,
06-03-2021,00 - 01,30370.0,25419.0,25419.0,25419.0,49099.0,25419.0,49099.0,49099.0,41192.0,41192.0,41192.0,25419.0,25419.0,25419.0,49099.0,49099.0,49099.0,,,,,
06-03-2021,01 - 02,30012.0,24560.0,24560.0,24560.0,46900.0,24560.0,46900.0,46900.0,40159.0,40159.0,40159.0,24560.0,24560.0,24560.0,46900.0,46900.0,46900.0,,,,,
06-03-2021,02 - 03,29623.0,21951.0,21951.0,21951.0,43494.0,21951.0,43494.0,43494.0,39484.0,39484.0,39484.0,21951.0,21951.0,21951.0,43494.0,43494.0,43494.0,,,,,
06-03-2021,03 - 04,28488.0,21379.0,21379.0,21379.0,39607.0,21379.0,39607.0,39607.0,38461.0,38461.0,38461.0,21379.0,21379.0,21379.0,39607.0,39607.0,39607.0,,,,,
06-03-2021,04 - 05,28559.0,21409.0,21409.0,21409.0,39279.0,21409.0,39279.0,39279.0,38144.0,38144.0,38144.0,21409.0,21409.0,21409.0,21409.0,21409.0,39279.0,,,,,
06-03-2021,05 - 06,28580.0,21460.0,21460.0,21460.0,40384.0,21460.0,39065.0,40384.0,37939.0,37939.0,37939.0,21460.0,21460.0,21460.0,21460.0,21460.0,40384.0,,,,,
06-03-2021,06 - 07,29102.0,21460.0,21460.0,21460.0,41387.0,21460.0,39668.0,41387.0,38512.0,38512.0,38512.0,21460.0,21460.0,21460.0,21460.0,21460.0,41387.0,,,,,
06-03-2021,07 - 08,29296.0,21460.0,21460.0,21460.0,47544.0,21460.0,40885.0,47544.0,39699.0,39699.0,39699.0,21460.0,21460.0,21460.0,21460.0,21460.0,47544.0,,,,,
06-03-2021,08 - 09,29746.0,24447.0,24447.0,24447.0,49130.0,24447.0,41448.0,49130.0,40251.0,40251.0,40251.0,24447.0,24447.0,24447.0,49130.0,49130.0,49130.0,,,,,
06-03-2021,09 - 10,29879.0,24949.0,24949.0,24949.0,46654.0,24949.0,41141.0,46654.0,39944.0,39944.0,39944.0,24949.0,24949.0,24949.0,46654.0,46654.0,46654.0,,,,,
06-03-2021,10 - 11,29715.0,24601.0,24601.0,24601.0,40855.0,24601.0,40855.0,40855.0,39208.0,39208.0,39208.0,24601.0,24601.0,24601.0,40855.0,40855.0,40855.0,,,,,
06-03-2021,11 - 12,28396.0,22616.0,22616.0,22616.0,33520.0,22616.0,33520.0,33520.0,37397.0,37397.0,37397.0,22616.0,22616.0,22616.0,33520.0,33520.0,33520.0,,,,,
06-03-2021,12 - 13,27393.0,23128.0,23128.0,23128.0,25613.0,23128.0,25613.0,25613.0,36098.0,36098.0,36098.0,23128.0,23128.0,23128.0,25613.0,25613.0,25613.0,,,,,
06-03-2021,13 - 14,26943.0,21276.0,21276.0,21276.0,21276.0,21276.0,21276.0,21276.0,35750.0,35750.0,35750.0,21276.0,21276.0,21276.0,21276.0,21276.0,21276.0,,,,,
06-03-2021,14 - 15,26524.0,19752.0,19752.0,19752.0,19752.0,19752.0,19752.0,19752.0,35607.0,35607.0,35607.0,19752.0,19752.0,19752.0,19752.0,19752.0,19752.0,,,,,
06-03-2021,15 - 16,26493.0,20039.0,20039.0,20039.0,20039.0,20039.0,20039.0,20039.0,35505.0,35505.0,35505.0,20039.0,20039.0,20039.0,20039.0,20039.0,20039.0,,,,,
06-03-2021,16 - 17,27015.0,22269.0,22269.0,22269.0,22269.0,22269.0,22698.0,22269.0,35720.0,35720.0,35720.0,22269.0,22269.0,22269.0,22269.0,22269.0,22269.0,,,,,
06-03-2021,17 - 18,29592.0,25685.0,25685.0,25685.0,43790.0,25685.0,43361.0,43790.0,37336.0,37336.0,37336.0,25685.0,25685.0,25685.0,43790.0,43790.0,43790.0,,,,,
06-03-2021,18 - 19,29858.0,25419.0,25419.0,25419.0,45110.0,25419.0,45110.0,45110.0,38932.0,38932.0,38932.0,25419.0,25419.0,25419.0,45110.0,45110.0,45110.0,,,,,
06-03-2021,19 - 20,29194.0,24683.0,24683.0,24683.0,50971.0,24683.0,40630.0,50971.0,37847.0,37847.0,37847.0,24683.0,24683.0,24683.0,50971.0,50971.0,50971.0,,,,,
06-03-2021,20 - 21,27332.0,22637.0,22637.0,22637.0,22637.0,22637.0,32989.0,22637.0,35628.0,35628.0,35628.0,22637.0,22637.0,22637.0,22637.0,22637.0,22637.0,,,,,
06-03-2021,21 - 22,26974.0,21246.0,21246.0,21246.0,21246.0,21246.0,34011.0,21246.0,35024.0,35024.0,35024.0,21246.0,21246.0,21246.0,21246.0,21246.0,21246.0,,,,,
06-03-2021,22 - 23,26872.0,21399.0,21399.0,21399.0,21481.0,21399.0,33817.0,21481.0,34830.0,34830.0,34830.0,21399.0,21399.0,21399.0,21481.0,21481.0,21481.0,,,,,
06-03-2021,23 - 00,26053.0,19998.0,19998.0,19998.0,20120.0,19998.0,20120.0,20120.0,34390.0,34390.0,34390.0,19998.0,19998.0,19998.0,20120.0,20120.0,20120.0,,,,,
07-03-2021,00 - 01,24842.0,17216.0,17216.0,17216.0,17216.0,17216.0,26338.0,17216.0,33954.0,33954.0,33954.0,17216.0,17216.0,17216.0,17216.0,17216.0,17216.0,,,,,
07-03-2021,01 - 02,24811.0,16778.0,16778.0,16778.0,16778.0,16778.0,26369.0,16778.0,33852.0,33852.0,33852.0,16778.0,16778.0,16778.0,16778.0,16778.0,16778.0,,,,,
07-03-2021,02 - 03,24750.0,16503.0,16503.0,16503.0,16503.0,16503.0,26420.0,16503.0,33831.0,33831.0,33831.0,16503.0,16503.0,16503.0,16503.0,16503.0,16503.0,,,,,
07-03-2021,03 - 04,24831.0,17002.0,17002.0,17002.0,17002.0,17002.0,26348.0,17002.0,33831.0,33831.0,33831.0,17002.0,17002.0,17002.0,17002.0,17002.0,17002.0,,,,,
07-03-2021,04 - 05,25147.0,18173.0,18173.0,18173.0,18173.0,18173.0,26318.0,18173.0,33943.0,33943.0,33943.0,18173.0,18173.0,18173.0,18173.0,18173.0,18173.0,,,,,
07-03-2021,05 - 06,25707.0,20362.0,20362.0,20362.0,20362.0,20362.0,33098.0,20362.0,34086.0,34086.0,34086.0,20362.0,20362.0,20362.0,20362.0,20362.0,20362.0,,,,,
07-03-2021,06 - 07,26522.0,20718.0,20718.0,20718.0,20718.0,20718.0,34381.0,20718.0,35410.0,35410.0,35410.0,20718.0,20718.0,20718.0,20718.0,20718.0,20718.0,,,,,
07-03-2021,07 - 08,26603.0,21288.0,21288.0,21288.0,21288.0,21288.0,35165.0,21288.0,36214.0,36214.0,36214.0,21288.0,21288.0,21288.0,21288.0,21288.0,21288.0,,,,,
07-03-2021,08 - 09,28089.0,23895.0,23895.0,23895.0,36326.0,23895.0,36326.0,36326.0,37405.0,37405.0,37405.0,23895.0,23895.0,23895.0,36326.0,36326.0,36326.0,,,,,
07-03-2021,09 - 10,29250.0,24669.0,24669.0,24669.0,37344.0,24669.0,38260.0,38260.0,38077.0,38077.0,38077.0,24669.0,24669.0,24669.0,37344.0,37344.0,37344.0,,,,,
07-03-2021,10 - 11,29474.0,24699.0,24699.0,24699.0,37884.0,24699.0,38820.0,38820.0,37690.0,37690.0,37690.0,24699.0,24699.0,24699.0,37884.0,37884.0,37884.0,,,,,
07-03-2021,11 - 12,29617.0,24597.0,24597.0,24597.0,38545.0,24597.0,39492.0,39492.0,38352.0,38352.0,38352.0,24597.0,24597.0,24597.0,38545.0,38545.0,38545.0,,,,,
07-03-2021,12 - 13,29454.0,24465.0,24465.0,24465.0,38301.0,24465.0,39248.0,39248.0,38107.0,38107.0,38107.0,24465.0,24465.0,24465.0,38301.0,38301.0,38301.0,,,,,
07-03-2021,13 - 14,28782.0,24383.0,24383.0,24383.0,24383.0,24383.0,38199.0,38199.0,37089.0,37089.0,37089.0,24383.0,24383.0,24383.0,24383.0,24383.0,24383.0,,,,,
07-03-2021,14 - 15,29637.0,24587.0,24587.0,24587.0,24587.0,24587.0,38800.0,38800.0,38016.0,38016.0,38016.0,24587.0,24587.0,24587.0,24587.0,24587.0,24587.0,,,,,
07-03-2021,15 - 16,30492.0,24984.0,24984.0,24984.0,24984.0,24984.0,40724.0,40724.0,39930.0,39930.0,39930.0,24984.0,24984.0,24984.0,24984.0,24984.0,24984.0,,,,,
07-03-2021,16 - 17,33129.0,25931.0,25931.0,25931.0,42139.0,25931.0,43167.0,43167.0,41152.0,41152.0,41152.0,25931.0,25931.0,25931.0,42139.0,42139.0,42139.0,,,,,
07-03-2021,17 - 18,36071.0,27041.0,27041.0,41508.0,48533.0,41508.0,48533.0,48533.0,41508.0,41508.0,41508.0,27041.0,27041.0,27041.0,48533.0,48533.0,48533.0,,,,,
07-03-2021,18 - 19,38729.0,27499.0,27499.0,43656.0,56851.0,43656.0,56851.0,56851.0,43656.0,43656.0,43656.0,27499.0,27499.0,27499.0,56851.0,56851.0,56851.0,,,,,
07-03-2021,19 - 20,39879.0,27814.0,27814.0,44430.0,62012.0,44430.0,62012.0,62012.0,44430.0,44430.0,44430.0,27814.0,27814.0,27814.0,62012.0,62012.0,62012.0,,,,,
07-03-2021,20 - 21,38494.0,27977.0,27977.0,42709.0,57798.0,41885.0,57798.0,57798.0,42709.0,42709.0,42709.0,27977.0,27977.0,27977.0,57798.0,57798.0,57798.0,,,,,
07-03-2021,21 - 22,38230.0,28008.0,28008.0,42180.0,55252.0,42180.0,55252.0,55252.0,42180.0,42180.0,42180.0,28008.0,28008.0,28008.0,42180.0,42180.0,55252.0,,,,,
07-03-2021,22 - 23,37425.0,28772.0,28772.0,39798.0,53298.0,39798.0,53959.0,53959.0,41314.0,41314.0,41314.0,28772.0,28772.0,28772.0,39798.0,39798.0,53298.0,,,,,
07-03-2021,23 - 00,36784.0,28761.0,28761.0,34636.0,48675.0,34636.0,49877.0,49877.0,41243.0,41243.0,41243.0,28761.0,28761.0,28761.0,34636.0,34636.0,48675.0,,,,,
08-03-2021,00 - 01,36438.0,27743.0,27743.0,27743.0,41813.0,27743.0,48156.0,48156.0,41304.0,41304.0,41304.0,27743.0,27743.0,27743.0,27743.0,27743.0,41813.0,,,,,
08-03-2021,01 - 02,35807.0,27886.0,27886.0,27886.0,41803.0,27886.0,46324.0,46324.0,41111.0,41111.0,41111.0,27886.0,27886.0,27886.0,27886.0,27886.0,41803.0,,,,,
08-03-2021,02 - 03,35959.0,28120.0,28120.0,28120.0,44196.0,28120.0,45285.0,45285.0,41101.0,41101.0,41101.0,28120.0,28120.0,28120.0,28120.0,28120.0,44196.0,,,,,
08-03-2021,03 - 04,36743.0,28293.0,28293.0,30624.0,42750.0,30624.0,43799.0,43799.0,41182.0,41182.0,41182.0,28293.0,28293.0,28293.0,30624.0,30624.0,42750.0,,,,,
08-03-2021,04 - 05,38423.0,28639.0,28639.0,41264.0,44715.0,41264.0,45815.0,45815.0,41264.0,41264.0,41264.0,28639.0,28639.0,28639.0,41264.0,41264.0,44715.0,,,,,
08-03-2021,05 - 06,41498.0,28680.0,28680.0,44257.0,50966.0,49042.0,50966.0,50966.0,44257.0,44257.0,44257.0,28680.0,28680.0,28680.0,49042.0,49042.0,50966.0,,,,,
08-03-2021,06 - 07,50976.0,29708.0,29708.0,63193.0,65077.0,65077.0,65077.0,65077.0,63193.0,63193.0,63193.0,29708.0,29708.0,29708.0,65077.0,65077.0,65077.0,,,,,
08-03-2021,07 - 08,65158.0,30339.0,30339.0,80705.0,80705.0,80705.0,80705.0,80705.0,78363.0,78363.0,78363.0,30339.0,30339.0,30339.0,80705.0,80705.0,80705.0,,,,,
08-03-2021,08 - 09,80684.0,32966.0,32966.0,88229.0,88229.0,88229.0,88229.0,88229.0,85673.0,85673.0,85673.0,32966.0,32966.0,32966.0,88229.0,88229.0,88229.0,,,,,
08-03-2021,09 - 10,57278.0,32600.0,32600.0,70829.0,70829.0,70829.0,69129.0,70829.0,67123.0,67123.0,67123.0,32600.0,32600.0,32600.0,70829.0,70829.0,70829.0,,,,,
08-03-2021,10 - 11,56097.0,30543.0,30543.0,60414.0,60414.0,60414.0,60414.0,60414.0,58663.0,58663.0,58663.0,30543.0,30543.0,30543.0,60414.0,60414.0,60414.0,,,,,
08-03-2021,11 - 12,51017.0,30339.0,30339.0,58775.0,58775.0,58775.0,58775.0,58775.0,56953.0,56953.0,56953.0,30339.0,30339.0,30339.0,58775.0,58775.0,58775.0,,,,,
08-03-2021,12 - 13,49357.0,30054.0,30054.0,56779.0,56779.0,56779.0,56779.0,56779.0,55018.0,55018.0,55018.0,30054.0,30054.0,30054.0,56779.0,56779.0,56779.0,,,,,
08-03-2021,13 - 14,45926.0,29637.0,29637.0,55466.0,55466.0,55466.0,55466.0,55466.0,53745.0,53745.0,53745.0,29637.0,29637.0,29637.0,55466.0,55466.0,55466.0,,,,,
08-03-2021,14 - 15,44837.0,29260.0,29260.0,53420.0,55130.0,53420.0,55130.0,55130.0,53420.0,53420.0,53420.0,29260.0,29260.0,29260.0,53420.0,53420.0,55130.0,,,,,
08-03-2021,15 - 16,44796.0,28914.0,28914.0,56097.0,56413.0,56097.0,56413.0,56413.0,54662.0,54662.0,54662.0,28914.0,28914.0,28914.0,56097.0,56097.0,56413.0,,,,,
08-03-2021,16 - 17,45387.0,28456.0,28456.0,59701.0,59701.0,59701.0,59701.0,59701.0,57848.0,57848.0,57848.0,28456.0,28456.0,28456.0,59701.0,59701.0,59701.0,,,,,
08-03-2021,17 - 18,46181.0,28110.0,28110.0,71267.0,71267.0,71267.0,71267.0,71267.0,69058.0,69058.0,69058.0,28110.0,28110.0,28110.0,71267.0,71267.0,71267.0,,,,,
08-03-2021,18 - 19,46548.0,27092.0,27092.0,99723.0,102696.0,99723.0,102696.0,102696.0,99723.0,99723.0,99723.0,27092.0,27092.0,27092.0,99723.0,99723.0,102696.0,,,,,
08-03-2021,19 - 20,46751.0,27041.0,27041.0,102105.0,105587.0,102105.0,105587.0,105587.0,102105.0,102105.0,102105.0,27041.0,27041.0,27041.0,102105.0,102105.0,105587.0,,,,,
08-03-2021,20 - 21,43931.0,27499.0,27499.0,57747.0,67378.0,57747.0,67378.0,67378.0,57747.0,57747.0,57747.0,27499.0,27499.0,27499.0,57747.0,57747.0,67378.0,,,,,
08-03-2021,21 - 22,43015.0,27784.0,27784.0,50966.0,60231.0,50966.0,60231.0,60231.0,50966.0,50966.0,50966.0,27784.0,27784.0,27784.0,50966.0,50966.0,60231.0,,,,,
08-03-2021,22 - 23,41060.0,28354.0,28354.0,43361.0,57899.0,43361.0,57899.0,57899.0,43361.0,43361.0,43361.0,28354.0,28354.0,28354.0,43361.0,43361.0,57899.0,,,,,
